m2_dpo.owl,m1_nbo.owl,m1_dpo.owl,m2_nbo.owl,definition,m2_union,definition_name,m1_union,
,,,53,"BFO_0000056 some 
    (sleeping behavior
     and (has_quality some Thing))",54,http://ebi.ac.uk#Pattern564,0,
,3,,3,"BFO_0000056 some 
    (learning and/or memory behavior
     and (has_quality some dependent continuant))",4,http://ebi.ac.uk#Pattern321,1,
,3,,3,"BFO_0000056 some 
    (sleep
     and (has_quality some physical quality of a process))",4,http://ebi.ac.uk#Pattern563,1,
5,,,,"quality
 and (inheres_in some 
    (reproductive behavior or (behavior
     and (part_of some reproductive behavior))))
 and (qualifier some abnormal)",6,http://ebi.ac.uk#Pattern320,0,
,1,,1,"BFO_0000056 some 
    (non-rapid eye movement sleep behavior
     and (has_quality some rate))",2,http://ebi.ac.uk#Pattern562,1,
,,,1,"has_quality some 
    (lacking processual parts
     and (towards some response to stimulus))",2,http://ebi.ac.uk#Pattern561,0,
,1,,1,"behavior
 and (by_means some UBERON_0001817)
 and (is_about some GO_0070075)",2,http://ebi.ac.uk#Pattern340,1,
,,,,"BFO_0000056 some 
    ((behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563))))
     and (qualifier some PATO_0001333))",1,http://ebi.ac.uk#Pattern582,1,
,,,1,"sensation behavior
 and (in_response_to some GO_0050968)",2,http://ebi.ac.uk#Pattern581,0,
,,,1,"sensation behavior
 and (in_response_to some GO_0050967)",2,http://ebi.ac.uk#Pattern580,0,
,2,,2,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some decreased rate))",3,http://ebi.ac.uk#Pattern339,1,
,,,2,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some increased rate))",3,http://ebi.ac.uk#Pattern338,0,
,,,1,"behavioral control of external secretion
 and (by_means some UBERON_0002530)
 and (is_about some GO_0070075)",2,http://ebi.ac.uk#Pattern337,0,
,1,,1,"BFO_0000056 some 
    (behavioral control of lacrimation
     and (has_quality some dependent continuant))",2,http://ebi.ac.uk#Pattern579,1,
,3,,3,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some rate))",4,http://ebi.ac.uk#Pattern336,2,
,,,1,"sensation behavior
 and (in_response_to some GO_0050966)",2,http://ebi.ac.uk#Pattern578,0,
,,,1,"regulation of consumption behavior
 and (has_participant some CHEBI_32111)",2,http://ebi.ac.uk#Pattern335,0,
4,,,,"continuant
 and (inheres_in some circadian behavior)
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern577,0,
,,,2,"BFO_0000056 some 
    (regulation of behavior
     and (has_quality some 
        (decreased frequency
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern334,0,
,,,1,"sensation behavior
 and (in_response_to some GO_0050965)",2,http://ebi.ac.uk#Pattern576,0,
,1,,1,"BFO_0000056 some 
    (circadian behavior
     and (has_quality some PATO_0001309))",2,http://ebi.ac.uk#Pattern333,1,
,1,,1,"BFO_0000056 some 
    (sleeping behavior
     and (has_quality some PATO_0001309))",2,http://ebi.ac.uk#Pattern575,1,
,,,6,"sensation behavior
 and (in_response_to some GO_0019233)",7,http://ebi.ac.uk#Pattern332,0,
,1,,1,"sensation behavior
 and (by_means some UBERON_0005725)",2,http://ebi.ac.uk#Pattern574,1,
,,,,"behavioral response to chemical stimulus
 and (in_response_to some sensory perception of taste)",1,http://ebi.ac.uk#Pattern331,1,
,,,74,"BFO_0000056 some 
    (single-organism process
     and (has_quality some quality))",75,http://ebi.ac.uk#Pattern573,0,
,15,,15,"BFO_0000056 some 
    (occurrent
     and (has_quality some quality))",16,http://ebi.ac.uk#Pattern330,1,
,,,1,"has_quality some 
    (process quality
     and (towards some GO_0042755))",2,http://ebi.ac.uk#Pattern572,0,
,,,1,"GO_0002118
 and (by_means some social behavior)",2,http://ebi.ac.uk#Pattern791,0,
,1,,1,"BFO_0000056 some 
    (regulation of saccharin preference behavior
     and (has_quality some rate))",2,http://ebi.ac.uk#Pattern790,1,
,,,2,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (qualitative
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern309,0,
,3,,3,"BFO_0000056 some 
    (GO_0042748
     and (has_quality some quality))",4,http://ebi.ac.uk#Pattern308,1,
,1,,1,"sleep
 and (is_about some GO_0042747)",2,http://ebi.ac.uk#Pattern307,1,
,3,,3,"behavior
 and (is_about some GO_0007588)",4,http://ebi.ac.uk#Pattern549,1,
,,,1,"cognitive behavior
 and (is_about some vocalization behavior)",2,http://ebi.ac.uk#Pattern306,0,
,2,,2,"thermosensory behavior
 and (in_response_to some PATO_0000146)",3,http://ebi.ac.uk#Pattern548,2,
,1,,1,"learning and/or memory behavior
 and (is_about some language communication behavior)",2,http://ebi.ac.uk#Pattern305,1,
,,,10,"cutaneous sensation behavior
 and (in_response_to some biological_process)",11,http://ebi.ac.uk#Pattern547,0,
1,,,,"Thing
 and (inheres_in some grooming behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern789,0,
,,,1,regulates some regulation of consumption behavior,2,http://ebi.ac.uk#Pattern304,0,
,,,1,"regulation of consumption behavior
 and (has_participant some CHEBI_16236)",2,http://ebi.ac.uk#Pattern546,0,
,,,2,"BFO_0000056 some 
    (chemosensory behavior
     and (has_quality some continuant))",3,http://ebi.ac.uk#Pattern788,0,
,,,1,"BFO_0000056 some 
    (avoidance behavior
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern303,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased quality
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern545,0,
,54,,54,"BFO_0000056 some 
    (rhythmic behavior
     and (has_quality some quality))",55,http://ebi.ac.uk#Pattern787,2,
,,,2,"BFO_0000056 some 
    (rhythmic process
     and (has_quality some PATO_0001309))",3,http://ebi.ac.uk#Pattern302,0,
2,,,,"quality
 and (inheres_in some neurological system process)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern544,0,
,,,3,"perception behavior by means
 and (in_response_to some GO_0050955)",4,http://ebi.ac.uk#Pattern786,0,
,,,1,"behavioral response to chemical stimulus
 and (in_response_to some cocaine consumption)",2,http://ebi.ac.uk#Pattern301,0,
,,,4,"BFO_0000056 some 
    (GO_0035176
     and (has_quality some Thing))",5,http://ebi.ac.uk#Pattern543,0,
,,,2,"BFO_0000056 some 
    (GO_0048583
     and (has_quality some increased rate))",3,http://ebi.ac.uk#Pattern785,0,
,15,,15,"BFO_0000056 some 
    (sensation behavior
     and (has_quality some quality))",16,http://ebi.ac.uk#Pattern300,3,
,2,,2,"behavioral control of excretion
 and (is_about some Thing)",3,http://ebi.ac.uk#Pattern542,1,
,3,,3,"cognitive behavior
 and (in_response_to some GO_0007601)",4,http://ebi.ac.uk#Pattern784,1,
,9,,9,"sensation behavior
 and (in_response_to some (has_role some CHEBI_35703))",10,http://ebi.ac.uk#Pattern541,1,
,,,1,"BFO_0000056 some 
    (GO_0048583
     and (has_quality some decreased rate))",2,http://ebi.ac.uk#Pattern783,0,
1,,,,"Thing
 and (inheres_in some male courtship behavior, veined wing generated song production)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern540,0,
,,,14,"BFO_0000056 some 
    (emotional behavior
     and (has_quality some Thing))",15,http://ebi.ac.uk#Pattern782,0,
,,,1,"behavior
 and (in_response_to some sensory perception of touch)",2,http://ebi.ac.uk#Pattern781,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased process quality
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern560,0,
,,,1,"consumption behavior
 and (has_participant some CHEBI_33290)",2,http://ebi.ac.uk#Pattern319,0,
,,,14,"has_quality some 
    (PATO_0002361
     and (towards some behavior))",15,http://ebi.ac.uk#Pattern318,0,
1,,1,,"uncoordinated
 and (inheres_in some multicellular structure)",2,http://ebi.ac.uk#Pattern317,1,
,,,8,"consumption behavior
 and ((has_participant some PATO_0000145) or (has_participant some Thing))",9,http://ebi.ac.uk#Pattern559,0,
,1,,1,"learning behavior
 and (is_about some motor coordination)",2,http://ebi.ac.uk#Pattern316,1,
,18,,18,regulates some consumption behavior,19,http://ebi.ac.uk#Pattern558,2,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001863)
         and (towards some consumption behavior))))",2,http://ebi.ac.uk#Pattern315,0,
,,,2,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (decreased frequency
         and (towards some behavior))))",3,http://ebi.ac.uk#Pattern557,0,
,14,,14,"BFO_0000056 some 
    (involuntary movement behavior
     and (has_quality some dependent continuant))",15,http://ebi.ac.uk#Pattern799,1,
,,,3,"BFO_0000056 some 
    (regulation of behavior
     and (has_quality some 
        (increased frequency
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern314,0,
,,,1,"Thing
 and (by_means some vocalization behavior)",2,http://ebi.ac.uk#Pattern556,0,
,1,,1,"BFO_0000056 some 
    (vocalization behavior
     and (has_quality some dependent continuant))",2,http://ebi.ac.uk#Pattern798,1,
,,,1,"GO_0002118
 and (by_means some behavior)",2,http://ebi.ac.uk#Pattern313,0,
,3,,3,"BFO_0000056 some 
    (courtship behavior
     and (has_quality some dependent continuant))",4,http://ebi.ac.uk#Pattern555,1,
3,,,,"quality
 and (inheres_in some response to radiation)
 and (qualifier some abnormal)",4,http://ebi.ac.uk#Pattern797,0,
1,,,,"quality
 and (inheres_in some grooming behavior)
 and (qualifier some qualitative)",2,http://ebi.ac.uk#Pattern312,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (deviation(from_normal)
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern554,0,
,5,,5,"consumption behavior
 and ((has_participant some CHEBI_50906) or (has_participant some PATO_0000145))",6,http://ebi.ac.uk#Pattern796,1,
,74,,74,"BFO_0000056 some 
    (behavior
     and (has_quality some quality))",75,http://ebi.ac.uk#Pattern311,1,
,,,1,"perceptual constancy behavior
 and (is_about some electromagnetic (EM) radiation quality)",2,http://ebi.ac.uk#Pattern553,0,
1,,1,,"dependent continuant
 and (inheres_in some feeding behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern795,1,
1,,1,,"quality
 and (inheres_in some grooming behavior)
 and (qualifier some deviation(from_normal))",2,http://ebi.ac.uk#Pattern310,1,
,,,2,"sleeping behavior
 and (is_about some single-organism behavior)",3,http://ebi.ac.uk#Pattern552,0,
,1,,1,"behavioral control of external secretion
 and (by_means some UBERON_0001817)
 and (is_about some Thing)",2,http://ebi.ac.uk#Pattern794,1,
,,,1,"BFO_0000056 some 
    (Thing
     and (regulates some (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563)))))",2,http://ebi.ac.uk#Pattern551,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (physical quality of a process
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern793,0,
,2,,2,"behavior
 and (is_about some GO_0007589)",3,http://ebi.ac.uk#Pattern550,1,
2,,,,"quality
 and (inheres_in some 
    (courtship behavior or (behavior
     and (part_of some courtship behavior))))
 and (qualifier some continuant)",3,http://ebi.ac.uk#Pattern792,0,
,,,2,"thermosensory behavior
 and (in_response_to some physical object quality)",3,http://ebi.ac.uk#Pattern529,0,
,1,,1,"liquid consumption
 and (has_participant some CHEBI_52625)",2,http://ebi.ac.uk#Pattern528,1,
,,,1,"perception behavior by means
 and (has_participant some UBERON_0000309)",2,http://ebi.ac.uk#Pattern527,0,
,,,5,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some increased rate))",6,http://ebi.ac.uk#Pattern769,0,
,,,9,"regulates some 
    (feeding behavior or liquid consumption)",10,http://ebi.ac.uk#Pattern526,0,
,,,3,"hallucination
 and (by_means some Thing)",4,http://ebi.ac.uk#Pattern768,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (dependent continuant
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern525,0,
,,,1,"BFO_0000056 some 
    (behavior
     and (has_quality some PATO_0001309))",2,http://ebi.ac.uk#Pattern767,0,
,,,35,"BFO_0000056 some 
    (kinesthetic behavior
     and (has_quality some continuant))",36,http://ebi.ac.uk#Pattern524,0,
,,,4,"cognitive behavior
 and (in_response_to some sensory perception of chemical stimulus)",5,http://ebi.ac.uk#Pattern766,0,
,,,2,"classical conditioning
 and (is_about some single-multicellular organism process)",3,http://ebi.ac.uk#Pattern523,0,
,,,2,"cognitive behavior
 and (in_response_to some sensory perception of smell)",3,http://ebi.ac.uk#Pattern765,0,
,,,1,"associative learning behavior
 and (is_about some somatic sensation related behavior)",2,http://ebi.ac.uk#Pattern522,0,
,1,,1,"behavioral control of external secretion
 and (by_means some UBERON_0001817)
 and (is_about some single-multicellular organism process)",2,http://ebi.ac.uk#Pattern764,1,
,,,5,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased quality
         and (towards some liquid consumption))))",6,http://ebi.ac.uk#Pattern521,0,
,,,25,regulates some Thing,26,http://ebi.ac.uk#Pattern763,0,
,,,1,"regulation of drinking preference behavior
 and (has_participant some Thing)",2,http://ebi.ac.uk#Pattern520,0,
4,,,,"Thing
 and (inheres_in some locomotory behavior)
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern762,0,
,,,6,"perception behavior by means
 and (in_response_to some GO_0019233)",7,http://ebi.ac.uk#Pattern761,0,
,,,1,"behavioral control of external secretion
 and (by_means some Thing)
 and (is_about some GO_0070075)",2,http://ebi.ac.uk#Pattern760,0,
,4,,4,"BFO_0000056 some 
    (behavioral control of production of sound
     and (has_quality some dependent continuant))",5,http://ebi.ac.uk#Pattern780,1,
1,,,,"quality
 and (inheres_in some memory)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern539,0,
,,,1,"has_quality some 
    (lacking processual parts
     and (towards some behavior))",2,http://ebi.ac.uk#Pattern538,0,
1,,,,"quality
 and (inheres_in some eclosion rhythm)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern537,0,
,,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some qualitative))",2,http://ebi.ac.uk#Pattern779,0,
2,,,,"quality
 and (inheres_in some proboscis extension reflex)
 and (qualifier some continuant)",3,http://ebi.ac.uk#Pattern536,0,
,,,7,"learning behavior
 and (is_about some Thing)",8,http://ebi.ac.uk#Pattern778,0,
,,,2,"learning and/or memory behavior
 and (is_about some emotional behavior)",3,http://ebi.ac.uk#Pattern535,0,
,,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some deviation(from_normal)))",2,http://ebi.ac.uk#Pattern777,0,
,,,2,"classical conditioning
 and (is_about some voluntary movement behavior)",3,http://ebi.ac.uk#Pattern534,0,
,1,,1,"cognitive behavior
 and (in_response_to some sensory perception of sound)",2,http://ebi.ac.uk#Pattern776,1,
,,,1,"BFO_0000056 some 
    (GO_0031223
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern533,0,
,2,,2,"feeding behavior
 and (has_participant some CHEBI_52211)",3,http://ebi.ac.uk#Pattern775,1,
,,,1,"behavioral control of excretion
 and (by_means some UBERON_0001256)
 and (is_about some Thing)",2,http://ebi.ac.uk#Pattern532,0,
,,,1,"BFO_0000056 some 
    (cutaneous sensation behavior
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern774,0,
,,,9,"regulates some 
    (feeding behavior or food consumption)",10,http://ebi.ac.uk#Pattern531,0,
,1,,1,"learning behavior
 and (is_about some vocalization behavior)",2,http://ebi.ac.uk#Pattern773,1,
,,,1,"Thing
 and (is_about some fear-related behavior)",2,http://ebi.ac.uk#Pattern530,0,
,,,4,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some decreased rate))",5,http://ebi.ac.uk#Pattern772,0,
2,,2,,"dependent continuant
 and (inheres_in some visual behavior)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern771,1,
